season,week,game_id,team,y,position,player_id,v42,extra40_recent,candidate
2024,1,2024_01_NYJ_SF,SF,26,K,00-0038562,7.726278345266367,7.737608276134172,7.729110827983319
2024,1,2024_01_PIT_ATL,ATL,4,K,00-0033702,9.108900894024485,9.13013996473219,9.11421066170141
2024,1,2024_01_PIT_ATL,PIT,26,K,00-0031136,7.72569828730318,8.321547404527408,7.874660566609236
2024,1,2024_01_TEN_CHI,CHI,13,K,00-0031203,8.47739938905594,8.709524003290003,8.535430542614456
2024,1,2024_01_TEN_CHI,TEN,6,K,00-0025565,7.655052227173877,8.245562799094825,7.802679870154114
2024,1,2024_01_WAS_TB,TB,15,K,00-0035358,8.723008902648171,8.71881911637939,8.721961456080976
2024,1,2024_01_WAS_TB,WAS,2,K,00-0038097,7.559600719687779,8.218356336780769,7.724289623961027
2024,2,2024_02_ATL_PHI,ATL,10,K,00-0033702,7.856880185829434,7.190938004263247,7.690394640437887
2024,2,2024_02_ATL_PHI,PHI,7,K,00-0033787,8.53353027608606,8.81853566778968,8.604781624011965
2024,2,2024_02_BUF_MIA,BUF,8,K,00-0036162,7.573205041876607,7.63387613232544,7.588372814488816
2024,2,2024_02_BUF_MIA,MIA,4,K,00-0034794,8.230624191193801,8.389560483759142,8.270358264335137
2024,2,2024_02_CHI_HOU,CHI,11,K,00-0031203,7.855414731638304,8.26156799518358,7.956953047524623
2024,2,2024_02_CHI_HOU,HOU,20,K,00-0032726,9.674866078141047,8.965555375130423,9.497538402388392
2024,2,2024_02_CIN_KC,CIN,16,K,00-0036854,7.380103491296781,7.7461713884358945,7.47162046558156
2024,2,2024_02_CIN_KC,KC,10,K,00-0033303,8.662838334630178,9.00855255925256,8.749266890785773
2024,2,2024_02_CLE_JAX,CLE,13,K,00-0030098,7.584357087863263,8.217137521572843,7.742552196290658
2024,2,2024_02_CLE_JAX,JAX,7,K,00-0039409,8.427916162336537,7.77970943965944,8.265864481667263
2024,2,2024_02_IND_GB,GB,12,K,00-0039649,6.96068934992856,7.276937544952352,7.039751398684508
2024,2,2024_02_IND_GB,IND,4,K,00-0035269,7.9974383453804,8.271175538703968,8.065872643711291
2024,2,2024_02_LAC_CAR,CAR,3,K,00-0034173,7.327237574774971,8.211201428797686,7.54822853828065
2024,2,2024_02_LAC_CAR,LAC,10,K,00-0037224,8.719936516366742,8.496149212656782,8.663989690439251
2024,2,2024_02_LA_ARI,ARI,14,K,00-0023853,8.396896992862635,7.989839715117667,8.295132673426393
2024,2,2024_02_LA_ARI,LA,4,K,00-0039750,8.397808279638458,8.198615882693762,8.348010180402284
2024,2,2024_02_LV_BAL,BAL,13,K,00-0029597,9.140369214393544,8.547301341646332,8.992102246206741
2024,2,2024_02_LV_BAL,LV,18,K,00-0034161,6.724080839391471,7.038517179807074,6.802689924495372
2024,2,2024_02_NO_DAL,DAL,17,K,00-0037692,9.74990593933834,8.930066088872724,9.544945976721937
2024,2,2024_02_NO_DAL,NO,8,K,00-0038905,7.648936059679606,7.772606269340286,7.679853612094776
2024,2,2024_02_NYG_WAS,NYG,0,K,00-0026858,8.325312995013642,8.069764427351537,8.261425853098116
2024,2,2024_02_NYG_WAS,WAS,22,K,00-0035145,7.752848022136931,8.154068403557575,7.853153117492091
2024,2,2024_02_NYJ_TEN,NYJ,6,K,00-0029621,7.994520477512694,8.706430929608048,8.172498090536532
2024,2,2024_02_NYJ_TEN,TEN,6,K,00-0025565,7.148373622156746,8.195413322633945,7.410133547276045
2024,2,2024_02_PIT_DEN,DEN,6,K,00-0032569,7.44091586441238,8.572569537003572,7.723829282560178
2024,2,2024_02_PIT_DEN,PIT,9,K,00-0031136,8.279785739961874,8.771036449639608,8.402598417381308
2024,2,2024_02_SEA_NE,NE,8,K,00-0035192,7.7707678021593996,8.044243853704607,7.839136815045702
2024,2,2024_02_SEA_NE,SEA,12,K,00-0031492,8.319202008666783,8.972064373141738,8.48241759978552
2024,2,2024_02_SF_MIN,MIN,11,K,00-0039404,7.787166146943987,7.254110108339977,7.653902137292984
2024,2,2024_02_SF_MIN,SF,5,K,00-0038562,9.082204066264172,8.070358494772817,8.829242673391333
2024,2,2024_02_TB_DET,DET,10,K,00-0039172,8.753890402822146,8.739751720152647,8.750355732154771
2024,2,2024_02_TB_DET,TB,10,K,00-0035358,8.192159034730553,8.009690093526073,8.146541799429434
2024,3,2024_03_BAL_DAL,BAL,4,K,00-0029597,9.496534284912858,8.60699453341701,9.274149347038897
2024,3,2024_03_BAL_DAL,DAL,11,K,00-0037692,9.274221438432601,8.091609322294108,8.978568409397978
2024,3,2024_03_CAR_LV,CAR,13,K,00-0034173,7.715358395642069,8.313169731262757,7.86481122954724
2024,3,2024_03_CAR_LV,LV,2,K,00-0034161,8.938110421954338,9.218148743916021,9.008120002444759
2024,3,2024_03_CHI_IND,CHI,6,K,00-0031203,8.63244439016116,8.405056077224403,8.57559731192697
2024,3,2024_03_CHI_IND,IND,3,K,00-0035269,8.791351447271552,8.933500514188568,8.826888714000805
2024,3,2024_03_DEN_TB,DEN,16,K,00-0032569,7.3304559136217184,8.460151571685,7.6128798281375385
2024,3,2024_03_DEN_TB,TB,1,K,00-0035358,8.604203056836107,8.603976968943309,8.604146534862908
2024,3,2024_03_DET_ARI,ARI,9,K,00-0023853,8.326978161000383,7.886957142830968,8.216972906458029
2024,3,2024_03_DET_ARI,DET,2,K,00-0039172,8.503115296641692,8.476557470881884,8.49647584020174
2024,3,2024_03_GB_TEN,GB,13,K,00-0039649,7.090305014196852,7.341615003476361,7.153132511516731
2024,3,2024_03_GB_TEN,TEN,2,K,00-0025565,8.012637505643205,8.124984398152657,8.040724228770568
2024,3,2024_03_HOU_MIN,HOU,1,K,00-0032726,9.443305487384702,8.632511602042594,9.240607016049175
2024,3,2024_03_HOU_MIN,MIN,12,K,00-0039404,7.630656999204094,7.885431984646795,7.694350745564769
2024,3,2024_03_JAX_BUF,BUF,12,K,00-0036162,8.127321390969682,8.667611790627177,8.262393990884055
2024,3,2024_03_JAX_BUF,JAX,5,K,00-0039409,7.906969237183294,6.722053914711191,7.610740406565268
2024,3,2024_03_KC_ATL,ATL,7,K,00-0033702,8.134832330008685,8.031117035819044,8.108903506461274
2024,3,2024_03_KC_ATL,KC,13,K,00-0033303,9.001231684437226,8.989837252097887,8.998383076352392
2024,3,2024_03_LAC_PIT,LAC,4,K,00-0037224,7.8172927379994075,8.424358611531659,7.96905920638247
2024,3,2024_03_LAC_PIT,PIT,8,K,00-0031136,8.36632781839322,8.722042226689224,8.45525642046722
2024,3,2024_03_MIA_SEA,MIA,3,K,00-0034794,7.775004760586329,8.232245152852364,7.889314858652838
2024,3,2024_03_MIA_SEA,SEA,8,K,00-0031492,8.655390601498237,8.848288774024638,8.703615144629836
2024,3,2024_03_NE_NYJ,NE,4,K,00-0035192,7.070026901965605,8.005414900167976,7.303873901516198
2024,3,2024_03_NE_NYJ,NYJ,6,K,00-0029621,8.423230865750075,9.334386813372562,8.651019852655697
2024,3,2024_03_NYG_CLE,CLE,1,K,00-0030098,8.633916748549431,9.248402630397328,8.787538219011406
2024,3,2024_03_NYG_CLE,NYG,3,K,00-0034450,6.9158303367561205,7.861142499299194,7.152158377391889
2024,3,2024_03_PHI_NO,NO,6,K,00-0038905,8.834738174406903,8.274188328249567,8.694600712867569
2024,3,2024_03_PHI_NO,PHI,1,K,00-0033787,8.456606936371395,8.3139663179735,8.420946781771923
2024,3,2024_03_SF_LA,LA,9,K,00-0039750,7.691285339564779,7.345716329691759,7.6048930870965235
2024,3,2024_03_SF_LA,SF,6,K,00-0038562,9.246383124013127,8.683188330930326,9.105584425742427
2024,3,2024_03_WAS_CIN,CIN,9,K,00-0036854,9.404789790585486,9.085921825465732,9.325072799305548
2024,3,2024_03_WAS_CIN,WAS,9,K,00-0035145,7.080536603628778,7.647442322796054,7.222263033420596
2024,4,2024_04_BUF_BAL,BAL,5,K,00-0029597,8.688416216928596,7.835069587175401,8.475079559490297
2024,4,2024_04_BUF_BAL,BUF,6,K,00-0036162,7.219652231826,7.569332122714424,7.307072204548106
2024,4,2024_04_CIN_CAR,CAR,7,K,00-0034173,7.514652836835616,7.531220031751827,7.518794635564669
2024,4,2024_04_CIN_CAR,CIN,13,K,00-0036854,8.562912347699585,8.290274506006988,8.494752887276436
2024,4,2024_04_CLE_LV,CLE,6,K,00-0030098,8.793239932036222,8.829911560771212,8.80240783921997
2024,4,2024_04_CLE_LV,LV,10,K,00-0034161,7.9704484944308165,8.268877190968029,8.04505566856512
2024,4,2024_04_DAL_NYG,DAL,11,K,00-0037692,9.365313192497243,8.85954314843108,9.238870681480702
2024,4,2024_04_DAL_NYG,NYG,19,K,00-0034450,7.293250643774172,7.675147679585164,7.388724902726921
2024,4,2024_04_DEN_NYJ,DEN,5,K,00-0032569,6.742740545831866,7.985200049040106,7.053355421633927
2024,4,2024_04_DEN_NYJ,NYJ,10,K,00-0029621,8.294738051598683,9.048315608464055,8.483132440815027
2024,4,2024_04_JAX_HOU,HOU,6,K,00-0032726,9.944701808311958,9.638734061303037,9.868209871559728
2024,4,2024_04_JAX_HOU,JAX,11,K,00-0039409,7.962021940758226,7.710266593705472,7.8990831039950375
2024,4,2024_04_KC_LAC,KC,5,K,00-0033303,9.543402337910951,9.20753705620433,9.459436017484297
2024,4,2024_04_KC_LAC,LAC,6,K,00-0037224,7.709760484286143,7.754849796132309,7.721032812247684
2024,4,2024_04_LA_CHI,CHI,7,K,00-0031203,8.542038657465682,8.630563388126243,8.564169840130821
2024,4,2024_04_LA_CHI,LA,15,K,00-0039750,7.04223456159506,7.805593791949405,7.2330743691836465
2024,4,2024_04_MIN_GB,GB,3,K,00-0039649,7.696408847716781,7.637805874331437,7.681758104370445
2024,4,2024_04_MIN_GB,MIN,7,K,00-0039404,7.194010614615342,7.030412726944913,7.1531111426977345
2024,4,2024_04_NE_SF,NE,11,K,00-0035192,6.700365317373078,6.738669157769951,6.709941277472296
2024,4,2024_04_NE_SF,SF,13,K,00-0038562,9.07133451142402,8.176397797885354,8.847600333039352
2024,4,2024_04_NO_ATL,ATL,20,K,00-0033702,8.958678342367119,8.69992599211031,8.893990254802917
2024,4,2024_04_NO_ATL,NO,7,K,00-0038905,8.000801037056956,8.326862346354401,8.082316364381317
2024,4,2024_04_PHI_TB,PHI,2,K,00-0033787,7.685664953683913,8.740347602122917,7.9493356157936645
2024,4,2024_04_PHI_TB,TB,11,K,00-0035358,8.039437604708159,7.640046589179201,7.93958985082592
2024,4,2024_04_PIT_IND,IND,9,K,00-0035269,8.042479059985443,8.98368917690669,8.277781589215754
2024,4,2024_04_PIT_IND,PIT,8,K,00-0031136,8.632118486057536,8.84650087249313,8.685714082666435
2024,4,2024_04_SEA_DET,DET,6,K,00-0039172,8.377840316256773,8.223010561644056,8.339132877603593
2024,4,2024_04_SEA_DET,SEA,3,K,00-0031492,8.202216499064626,8.080807264863088,8.171864190514242
2024,4,2024_04_TEN_MIA,MIA,9,K,00-0034794,7.930440368996306,8.441041508845005,8.05809065395848
2024,4,2024_04_TEN_MIA,TEN,24,K,00-0025565,7.729437237185868,7.696408647687032,7.721180089811159
2024,4,2024_04_WAS_ARI,ARI,2,K,00-0023853,9.495458317280033,8.97651454936121,9.365722375300328
2024,4,2024_04_WAS_ARI,WAS,11,K,00-0035145,7.7089985531121545,7.842061375266573,7.74226425865076
2024,5,2024_05_ARI_SF,ARI,11,K,00-0038567,6.617543879674514,6.634404969355954,6.621759152094874
2024,5,2024_05_ARI_SF,SF,8,K,00-0038562,8.882198596745928,8.336329914890555,8.745731426282084
2024,5,2024_05_BAL_CIN,BAL,13,K,00-0029597,8.643660157492777,8.201278886852178,8.533064839832628
2024,5,2024_05_BAL_CIN,CIN,4,K,00-0036854,7.837131708792074,7.649634005377609,7.790257282938458
2024,5,2024_05_BUF_HOU,BUF,8,K,00-0036162,7.91957434262048,8.81815609698929,8.144219781212684
2024,5,2024_05_BUF_HOU,HOU,16,K,00-0032726,8.968293919833432,7.9818101543937106,8.721672978473501
2024,5,2024_05_CAR_CHI,CAR,4,K,00-0034173,7.632953944351408,8.42877849444449,7.831910081874679
2024,5,2024_05_CAR_CHI,CHI,6,K,00-0031203,8.717232020973478,8.732941739768108,8.721159450672136
2024,5,2024_05_CLE_WAS,CLE,9,K,00-0030098,8.176442592331144,8.122621451149206,8.16298730703566
2024,5,2024_05_CLE_WAS,WAS,10,K,00-0035145,7.900422096782971,8.1320934216855,7.958339928008603
2024,5,2024_05_DAL_PIT,DAL,10,K,00-0037692,8.10239492917237,8.34395391853855,8.162784676513915
2024,5,2024_05_DAL_PIT,PIT,6,K,00-0031136,8.335004946097268,8.502193359819492,8.376802049527823
2024,5,2024_05_GB_LA,GB,7,K,00-0039649,8.594334825148906,8.324940621255154,8.526986274175467
2024,5,2024_05_GB_LA,LA,1,K,00-0039750,8.156013254686368,7.266320496591102,7.9335900651625515
2024,5,2024_05_IND_JAX,IND,10,K,00-0035269,7.747856005802127,8.589919050271442,7.958371766919456
2024,5,2024_05_IND_JAX,JAX,14,K,00-0039409,8.794299437214052,8.095284878612212,8.619545797563593
2024,5,2024_05_LV_DEN,DEN,13,K,00-0032569,7.971794988510925,8.52473300606666,8.110029492899859
2024,5,2024_05_LV_DEN,LV,5,K,00-0034161,7.474692067526491,8.472935072490202,7.724252818767419
2024,5,2024_05_MIA_NE,MIA,12,K,00-0034794,8.6447573265027,8.847285041040369,8.695389255137119
2024,5,2024_05_MIA_NE,NE,4,K,00-0035192,8.046861277889398,8.066502651940189,8.051771621402096
2024,5,2024_05_NO_KC,KC,14,K,00-0033303,9.061553214239822,9.114617459729184,9.074819275612162
2024,5,2024_05_NO_KC,NO,1,K,00-0038905,7.375020790288881,7.764466143044403,7.472382128477761
2024,5,2024_05_NYG_SEA,NYG,11,K,00-0034450,7.322644388526484,7.883886952259839,7.462955029459823
2024,5,2024_05_NYG_SEA,SEA,10,K,00-0031492,8.719293361172383,9.320032582799085,8.869478166579059
2024,5,2024_05_NYJ_MIN,MIN,16,K,00-0039404,7.732777976201972,8.154662828783827,7.838249189347436
2024,5,2024_05_NYJ_MIN,NYJ,5,K,00-0029621,7.773616738066481,7.556844222030461,7.719423609057476
2024,5,2024_05_TB_ATL,ATL,17,K,00-0033702,9.219526934564866,9.06520749425397,9.180947074487142
2024,5,2024_05_TB_ATL,TB,16,K,00-0035358,8.803861045465654,8.099327197583229,8.627727583495048
2024,6,2024_06_ARI_GB,ARI,8,K,00-0038567,6.887178990513936,6.963125573892396,6.90616563635855
2024,6,2024_06_ARI_GB,GB,11,K,00-0039649,8.585838710106646,8.176472197926177,8.483497082061529
2024,6,2024_06_ATL_CAR,ATL,12,K,00-0033702,9.27049098378628,8.835788210118965,9.16181529036945
2024,6,2024_06_ATL_CAR,CAR,9,K,00-0034173,7.291658172365632,7.373720701662457,7.312173804689838
2024,6,2024_06_BUF_NYJ,BUF,5,K,00-0036162,7.3398277869527115,8.489133112532201,7.627154118347584
2024,6,2024_06_BUF_NYJ,NYJ,8,K,00-0029621,7.842231701051851,7.611835689788342,7.784632698235974
2024,6,2024_06_CIN_NYG,CIN,5,K,00-0036854,8.424364899233657,8.269227226472134,8.385580481043275
2024,6,2024_06_CIN_NYG,NYG,1,K,00-0034450,7.698489348746831,7.786921246464999,7.7205973231763725
2024,6,2024_06_CLE_PHI,CLE,12,K,00-0030098,7.621510791465843,7.271034018183724,7.5338915981453125
2024,6,2024_06_CLE_PHI,PHI,10,K,00-0033787,8.567899888792354,9.194081363913718,8.724445257572695
2024,6,2024_06_DET_DAL,DAL,12,K,00-0037692,9.144890169850962,8.108372907138857,8.885760854172936
2024,6,2024_06_DET_DAL,DET,19,K,00-0039172,8.336046171739245,8.10353417117533,8.277918171598266
2024,6,2024_06_HOU_NE,HOU,12,K,00-0032726,9.456764744781214,9.117222176218188,9.371879102640458
2024,6,2024_06_HOU_NE,NE,3,K,00-0035192,7.050940885992715,8.183338733389217,7.334040347841841
2024,6,2024_06_IND_TEN,IND,8,K,00-0035269,7.15535193333487,8.355567198178525,7.455405749545784
2024,6,2024_06_IND_TEN,TEN,6,K,00-0025565,8.341638731195184,8.461292915971985,8.371552277389384
2024,6,2024_06_JAX_CHI,CHI,5,K,00-0031203,7.899195319505519,8.505968218621328,8.05088854428447
2024,6,2024_06_JAX_CHI,JAX,4,K,00-0039409,8.209559166487875,8.17945189244699,8.202032347977653
2024,6,2024_06_LAC_DEN,DEN,5,K,00-0032569,7.124965957900874,8.793097095913662,7.541998742404071
2024,6,2024_06_LAC_DEN,LAC,12,K,00-0037224,8.434331518707662,8.151429103779373,8.36360591497559
2024,6,2024_06_PIT_LV,LV,1,K,00-0034161,8.07380659358784,8.628658453070514,8.212519558458508
2024,6,2024_06_PIT_LV,PIT,17,K,00-0031136,8.374407885653149,8.701339508718982,8.456140791419607
2024,6,2024_06_SF_SEA,SEA,6,K,00-0031492,7.601291801766232,7.2837962559517715,7.521917915312617
2024,6,2024_06_SF_SEA,SF,13,K,00-0035189,8.570240192170067,8.152511408550962,8.46580799626529
2024,6,2024_06_TB_NO,NO,10,K,00-0038905,8.075050588694424,8.47376628456625,8.174729512662381
2024,6,2024_06_TB_NO,TB,9,K,00-0035358,9.454140101694534,8.502461471621293,9.216220444176225
2024,6,2024_06_WAS_BAL,BAL,13,K,00-0029597,8.74120555785597,8.214369055304724,8.609496432218158
2024,6,2024_06_WAS_BAL,WAS,15,K,00-0035145,6.936799844851272,7.542422743888939,7.088205569610689
2024,7,2024_07_BAL_TB,BAL,13,K,00-0029597,8.810738099420252,8.230655746199465,8.665717511115055
2024,7,2024_07_BAL_TB,TB,5,K,00-0035358,7.847709278715628,7.8828106818194525,7.856484629491585
2024,7,2024_07_CAR_WAS,CAR,1,K,00-0034173,7.045720351320226,7.219638380692643,7.08919985866333
2024,7,2024_07_CAR_WAS,WAS,17,K,00-0035145,8.875671530514111,8.280885833045467,8.72697510614695
2024,7,2024_07_CIN_CLE,CIN,3,K,00-0036854,8.208339673251292,8.332806597331993,8.239456404271467
2024,7,2024_07_CIN_CLE,CLE,0,K,00-0030098,7.6937623570399145,7.741841544631522,7.705782153937816
2024,7,2024_07_DEN_NO,DEN,18,K,00-0032569,8.458840471551312,8.55153029060816,8.482012926315523
2024,7,2024_07_DEN_NO,NO,4,K,00-0038905,7.928199837527375,8.474726794203738,8.064831576696466
2024,7,2024_07_DET_MIN,DET,8,K,00-0039172,8.086810014814427,7.439460323333106,7.924972591944097
2024,7,2024_07_DET_MIN,MIN,15,K,00-0039404,9.072792344899598,8.38378178306749,8.900539704441572
2024,7,2024_07_HOU_GB,GB,7,K,00-0029822,8.853094174860194,8.553735851798814,8.778254594094848
2024,7,2024_07_HOU_GB,HOU,12,K,00-0032726,7.966814216404342,7.406777455378958,7.826805026147996
2024,7,2024_07_KC_SF,KC,4,K,00-0033303,8.037160188202881,7.553936982343331,7.916354386737993
2024,7,2024_07_KC_SF,SF,8,K,00-0038402,7.853305163730616,7.886241160622415,7.861539162953566
2024,7,2024_07_LAC_ARI,ARI,5,K,00-0038567,7.5753024674287595,8.2647818549713,7.747672314314395
2024,7,2024_07_LAC_ARI,LAC,21,K,00-0037224,8.80001699440147,8.267127245334203,8.666794557134654
2024,7,2024_07_LV_LA,LA,2,K,00-0039750,8.971944045459018,8.861776866695996,8.944402250768263
2024,7,2024_07_LV_LA,LV,16,K,00-0034161,8.037724363295796,7.728094482451574,7.960316893084741
2024,7,2024_07_MIA_IND,IND,12,K,00-0035269,8.473199654502684,9.024921275015112,8.61113005963079
2024,7,2024_07_MIA_IND,MIA,4,K,00-0034794,8.843994975357774,8.090345004873715,8.655582482736758
2024,7,2024_07_NE_JAX,JAX,6,K,00-0039409,8.541971196512536,8.358662027163314,8.49614390417523
2024,7,2024_07_NE_JAX,NE,5,K,00-0035192,7.163411322588427,7.830076457428495,7.330077606298444
2024,7,2024_07_NYJ_PIT,NYJ,1,K,00-0029621,8.075554672924344,8.968614771194483,8.29881969749188
2024,7,2024_07_NYJ_PIT,PIT,14,K,00-0031136,7.296637129354244,8.438946740478958,7.582214532135422
2024,7,2024_07_PHI_NYG,NYG,3,K,00-0034450,7.767029117305419,7.657106584831519,7.739548484186944
2024,7,2024_07_PHI_NYG,PHI,4,K,00-0033787,7.987384854437422,8.68232478246285,8.161119836443778
2024,7,2024_07_SEA_ATL,ATL,2,K,00-0033702,8.955272424893055,8.919775945446796,8.94639830503149
2024,7,2024_07_SEA_ATL,SEA,12,K,00-0031492,8.578389119958402,8.217388573834643,8.488138983427461
2024,7,2024_07_TEN_BUF,BUF,10,K,00-0036162,8.201700728495071,8.618811269029713,8.305978363628732
2024,7,2024_07_TEN_BUF,TEN,4,K,00-0025565,7.107416117302792,6.880738137644638,7.050746622388254
2024,8,2024_08_ARI_MIA,ARI,10,K,00-0038567,6.976148569503515,7.66011458338259,7.147140072973284
2024,8,2024_08_ARI_MIA,MIA,11,K,00-0034794,8.821780775978617,8.661798181935032,8.781785127467721
2024,8,2024_08_ATL_TB,ATL,7,K,00-0033702,8.493473627460148,8.43239329273003,8.478203543777617
2024,8,2024_08_ATL_TB,TB,8,K,00-0035358,8.308802839463684,8.17015441482494,8.274140733303998
2024,8,2024_08_BAL_CLE,BAL,7,K,00-0029597,8.717359536286793,8.350004292434157,8.625520725323634
2024,8,2024_08_BAL_CLE,CLE,12,K,00-0030098,7.469902237724981,7.28761620598289,7.4243307297894585
2024,8,2024_08_BUF_SEA,BUF,7,K,00-0036162,7.474231175401804,8.536456158540972,7.739787421186596
2024,8,2024_08_BUF_SEA,SEA,4,K,00-0031492,7.588181192124962,7.683566286689694,7.612027465766144
2024,8,2024_08_CAR_DEN,CAR,2,K,00-0034173,6.2007449029544155,7.715985409668832,6.57955502963302
2024,8,2024_08_CAR_DEN,DEN,4,K,00-0032569,9.22959665786123,9.189744012248436,9.21963349645803
2024,8,2024_08_CHI_WAS,CHI,1,K,00-0031203,7.567981931271082,7.557733387184857,7.565419795249526
2024,8,2024_08_CHI_WAS,WAS,13,K,00-0035145,8.004130914361236,7.852151144947995,7.966135972007926
2024,8,2024_08_DAL_SF,DAL,6,K,00-0037692,8.354128309437149,7.060943999473614,8.030832231946265
2024,8,2024_08_DAL_SF,SF,16,K,00-0038402,8.183525893296526,8.423630087623998,8.243551941878394
2024,8,2024_08_GB_JAX,GB,12,K,00-0029822,9.02398126318448,8.58502752728139,8.914242829208707
2024,8,2024_08_GB_JAX,JAX,10,K,00-0039409,7.399420756025936,7.002492455525822,7.300188680900908
2024,8,2024_08_IND_HOU,HOU,11,K,00-0032726,9.328574300295402,9.090259660288991,9.2689956402938
2024,8,2024_08_IND_HOU,IND,9,K,00-0035269,7.737608899797524,8.385189797609454,7.899504124250507
2024,8,2024_08_KC_LV,KC,10,K,00-0033303,9.058016633850448,8.895930736791746,9.017495159585772
2024,8,2024_08_KC_LV,LV,10,K,00-0034161,7.901098003549645,7.6320230541057965,7.833829266188683
2024,8,2024_08_MIN_LA,LA,4,K,00-0039750,7.946135067827984,7.248303065654379,7.771677067284583
2024,8,2024_08_MIN_LA,MIN,8,K,00-0039404,9.072137619606501,8.522216418511833,8.934657319332834
2024,8,2024_08_NO_LAC,LAC,9,K,00-0037224,9.761745196229962,9.078153321995266,9.590847227671288
2024,8,2024_08_NO_LAC,NO,8,K,00-0038905,8.121613077185824,8.646456100520508,8.252823833019495
2024,8,2024_08_NYG_PIT,NYG,14,K,00-0034450,7.325221782190245,8.09034090704941,7.516501563405036
2024,8,2024_08_NYG_PIT,PIT,14,K,00-0031136,7.768522428767541,8.762457311875062,8.017006149544422
2024,8,2024_08_NYJ_NE,NE,5,K,00-0035192,6.982474389268475,7.911098398985947,7.214630391697844
2024,8,2024_08_NYJ_NE,NYJ,4,K,00-0029621,8.730664280780722,9.024409625536741,8.804100616969727
2024,8,2024_08_PHI_CIN,CIN,5,K,00-0036854,8.195918120322268,8.227118014687166,8.203718093913492
2024,8,2024_08_PHI_CIN,PHI,15,K,00-0033787,7.620428067332135,8.281647380620921,7.7857328956543315
2024,8,2024_08_TEN_DET,DET,12,K,00-0039172,9.188826092675821,8.18047463116744,8.936738227298726
2024,8,2024_08_TEN_DET,TEN,2,K,00-0025565,7.308267909339425,7.813842127955268,7.434661463993386
2024,9,2024_09_CHI_ARI,ARI,11,K,00-0038567,7.749826020530925,8.29334023026878,7.885704572965389
2024,9,2024_09_CHI_ARI,CHI,13,K,00-0031203,8.115908053158947,8.783316983429204,8.28276028572651
2024,9,2024_09_DAL_ATL,ATL,3,K,00-0033702,8.964734516981267,8.923168193831332,8.954342936193783
2024,9,2024_09_DAL_ATL,DAL,9,K,00-0037692,9.462389284783713,8.094433448792167,9.120400325785827
2024,9,2024_09_DEN_BAL,BAL,11,K,00-0029597,8.948759229510923,8.395732852409408,8.810502635235544
2024,9,2024_09_DEN_BAL,DEN,4,K,00-0032569,7.024573681267903,6.82915683949631,6.9757194708250045
